url	question	answer	manual quote
https://boardgamegeek.com/thread/3143866/card-stone-of-blood	"Would it then be allowed to activate the adventure card ""Stone of Blood"" immediately before the outbreak of combat in order to cover a field on an opponent card?"	You are correct. Adventure cards can be triggered outside of a character strike/attack.	
https://boardgamegeek.com/thread/3129703/exhausted-event-decks-after-era-1-what-happens-aft	Exhausted event decks after “era 1”, what happens after?	You don't re-shuffle events, you take new ones. Events you already saw should be discarded and not come back.	
https://boardgamegeek.com/thread/3129703/exhausted-event-decks-after-era-1-what-happens-aft	Should you write down keywords even if it doesn't make thematic sense?	It depends on the player's preference. Some players choose not to write down keywords if it doesn't make thematic sense to them, preferring to keep the gameplay more in line with the story's logic. Others write them down regardless, focusing on the gameplay mechanic rather than the thematic aspect. It's a matter of personal choice and how it affects your enjoyment of the game.	
https://boardgamegeek.com/thread/3108633/does-synergy-carry-over-between-combat	Does synergy carry over between combat?	"No it is specific to that combat.  ""At the start of each battle, make sure that each crew member’s synergy token is on the matching crew board.""https://sleeping-gods.rulepop.com/#synergy"	
https://boardgamegeek.com/thread/3098780/frightened-to-0-health-character	Frightened to 0-health character?	Yes you can. Only restriction for applying statuses is they can't go on someone with that state already. Or if it is a story effect that specifies a named character...then it must be applied to that character. But even then, if that named character already has that effect, then nothing happens (no one else takes the effect). There is nothing against this in the rules, so it should be fine.	
https://boardgamegeek.com/thread/3088398/when-you-go-through-the-event-deck-the-firstsecond	When you go through the event deck the first/second time...?	"You complete your turn after drawing the last event and before reading entry 1/1.2:""After you have drawn all cards from the event deck, finish the current player’s turn. On the next turn, read paragraph 1 in the storybook instead of drawing an event card."""	
https://boardgamegeek.com/thread/3085762/any-crew-member-clarification	"For the Galley Ship action, it states :""you may discard exactly 1 ability card from your hand to remove 1 fatigue from any crew member"".Does ""any crew member"" includes crew members controlled by other players ?"	"Yes it does.Your crew members are referred to as ""your"" crew members.And ""you"" refers to yourself as a player.https://sleeping-gods.rulepop.com/#what-players-share"	
https://boardgamegeek.com/thread/3085762/any-crew-member-clarification	Which crew board abilities can help in challenges?	Only +1 to Fate (Mac) and redraw Fate if 1 (Kasumi).	
https://boardgamegeek.com/thread/3083930/equipped-ability-cards-using-matching-symbols-to-a	After the ability card is drawn to determine fate for a CHALLENGE can any crew member, including those that have not participated in the challenge originally, spend a command token on an equipped ability card to boost the fate number by 1 if the symbol matches the challenge type?	Treat the symbols on any cards equipped to characters as if they were printed on the character board... they increase that characters stats. There is no need to spend command to activate those symbols.	
https://boardgamegeek.com/thread/3083930/equipped-ability-cards-using-matching-symbols-to-a	Do symbols on equipped ability cards automatically get added to the fate count or must they spend a command token on the equipped ability card/discarded to the supply to add them?	Symbols on equipped ability cards automatically get added to the fate count. There is no need to spend command tokens.	
https://boardgamegeek.com/thread/3083930/equipped-ability-cards-using-matching-symbols-to-a	If no participating crew have an ability card with cunning can a non participating crew member spend 1 command on an equipped ability card to boost the fate draw by 1?	Any card symbols on crew NOT participating will have no effect.	
https://boardgamegeek.com/thread/3080154/questions-about-ship-action-order-and-other-player	Ship Actions - can ship actions be activated in any order (e.g. draw card, retrieve tokens, get tokens).	Yes Ship Actions can be applied in any order (Rulepop).	
https://boardgamegeek.com/thread/3080154/questions-about-ship-action-order-and-other-player	Travel - can you travel using a crew member of another player?	Since travel is a CRAFT Challenge (but with a maximum of one crew member committed), I assume another player can pay a Command to use one of their crew members.	
https://boardgamegeek.com/thread/3080154/questions-about-ship-action-order-and-other-player	Can another player discard Craft Ability Cards from their hand to boost the total?	Since travel is a CRAFT Challenge I assume another player can discard Abilities cards to boost the total.	
https://boardgamegeek.com/thread/3080154/questions-about-ship-action-order-and-other-player	Can you activate abilities on other player's Crew or Crew Ability Cards?	"Check out the clarification for usage of the word ""You"" on Ability Cards. I think this would apply to Crew Abilities also. So, No — you can only activate abilities for crew members you control."	
https://boardgamegeek.com/thread/3080154/questions-about-ship-action-order-and-other-player	So during combat, when I use a Combat Token, it's effectively my turn, and we can't use any abilities on another player's Crew? And other players couldn't spend a Command to do so (like they can with Challenges)?	Command can be spent at any time, even on another player's turn. So, to help each other during combat you could: * Activate a crew ability or ability card ability that can affect another crew member, like Mac's +1 to a Fate Draw (though there aren't a lot of these) * Equip an ability card from your hand to any crew member. * Activate an Adventure Card * Give or receive a combat action token (so that a crew member could attack twice) I hope that's helpful.	
https://boardgamegeek.com/thread/3079310/combat-question-dmg-token-placement	In general, do I have to place tokens adjacent to the last one placed (1-2, 2-3 etc.) OR can I place tokens as long as they are adjacent to ANY one token placed this attack (first, second, third, fourth etc.)?	You must place them one after another, in a row. So 3 adjacent to 2, 4 adjacent to 3 and so on so forth if you have more.	
https://boardgamegeek.com/thread/3079310/combat-question-dmg-token-placement	Can the non-active player use abilities (both on crew board and equipped ability cards) when it's not their turn (separate from using crew skill icons for a challenge by spending a command point). If so, is there any restrictions on this? During combat? During a challenge?	Yes, they can. The only exceptions are that recipes can't be used while in combat, and adventure cards that move the ship can't be used while in combat nor while exploring. Otherwise, all players can activate adventure cards, crew board abilities, and ability card abilities during any player's turn.	
https://boardgamegeek.com/thread/3058777/can-i-equip-an-ability-to-another-crew-member-once	Can I equip an ability to another crew member once equipped?	You can change the owner of a weapon anytime outside of combat. Ability cards, however, cannot be changed. The Rulepop Command reference mentions you can discard equipped ability cards at any time. You can get rid of them, but you'd have to wait until they cycle through the deck in order to reacquire and equip them to someone else. Nope. You cannot swap ability cards once equipped.	
https://boardgamegeek.com/thread/3057695/artifacts-what-for	Artifacts - what for.	They are another type of resource (like meat, grain, material etc.)  you can find in the game. These tokens can be spent as 2 coins at any time. There are also some special locations that allow you to spend artifacts to gain rare treasures or effects.	
https://boardgamegeek.com/thread/3047439/who-can-be-targeted-by-some-ability-card-abilities	Who can be targeted by some Ability Card abilities?	Abilities on ability cards generally only apply to the crew member to which they are equipped unless otherwise specified on the card.	
https://boardgamegeek.com/thread/3041159/for-gain-quest-155-is-the-quest-completed	"For ""Gain quest 155"", is the quest completed?"	If I remember correctly, that card has a keyword on it. You keep that card as a token, as a reminder of what results you achieved. The keyword will be referenced by other stories and thereby influence them. Quests only go into the box when you're instructed to discard them. Some quest cards represent the start of a quest and the keyword opens up new story options. Other quest cards represent the end of the quest and they stay in your hand to block alternate story options.	
https://boardgamegeek.com/thread/3040505/discard-this-equipped-card-to-skip-an-event-card-s	Discard this equipped card to skip an event card - Skip the effects of the card, or do not draw an event card?	The card isn't skipped - you just don't do the event on the card. This prevents a time-skipping exploit loop. Adventure cards and the like can be used at any time, so it's assumed this one could be too since it's not challenge-based. The answer is to look at the event, and decide if you want to change your fate.	
https://boardgamegeek.com/thread/3037556/traveling-to-a-new-map	"The rule book says ""traveling to the page as indicated by the blue arrow ""But how about the arrows where there isn't a number ?"	Those are the edge of the map.  If you look at your campaign sheet, you’ll see there’s nothing in those directions.	
https://boardgamegeek.com/thread/3037407/some-questions-before-i-start	Can I swap an equipped Ability card with one that is unequipped in my hand?	No.	
https://boardgamegeek.com/thread/3037407/some-questions-before-i-start	Can I sell unused Ability cards or just discard them? either way, do I shuffle them back in the Ability card deck?	They have no monetary value. You only discard them into the discard pile.	
https://boardgamegeek.com/thread/3037407/some-questions-before-i-start	Are Ability/Adventure cards a 1 time use? or are they reusable?	Depends on the card and how you use it.	
https://boardgamegeek.com/thread/3037407/some-questions-before-i-start	Is there a limit to how many Level cards I can equip with the same character?	No. But they may only use their own Level cards.	
https://boardgamegeek.com/thread/3037407/some-questions-before-i-start	If I can't swap equipped Abilities, can I at least discard them? (let's say I would like another Ability from my hand instead)	Yes.	
https://boardgamegeek.com/thread/3037407/some-questions-before-i-start	When I discard an Ability card from my hand to get +1 for a challenge, does it matter if I use a different challenge icon on the Ability card then the challenge I'm currently doing? (like discarding a Strength Ability card in a Cunning challenge)	It needs to match the challenge.	
https://boardgamegeek.com/thread/3037407/some-questions-before-i-start	Can I discard more than 1 Ability card for the same challenge?	Pretty sure you can discard more than one but I can't check the rules at the moment.	
https://boardgamegeek.com/thread/3037407/some-questions-before-i-start	Where do I put the Event card after I'm done with it? is there a discard pile?	Discard it. It won't be used again this campaign.	
https://boardgamegeek.com/thread/3035910/setup-question-give-each-player-1-command-and-one	"What is a ""command card""? Or does it mean ""command token""? In regards to the ability cards, do we just get dealt one randomly... or???????"	"It means to give one command token and one ability card. When the rules refer to gaining or spending those tokens, they are simply referred to as a ""command"" rather than a ""command token"". For the ability cards, one is dealt to each player off the top of the deck."	
https://boardgamegeek.com/thread/3035910/setup-question-give-each-player-1-command-and-one	When can I cook a recipe?	Any time, except during combat (rulebook page 18). “During combat” means any time after you’ve looked at the enemy cards and before they are defeated. If you see there is combat about to happen, the game rules allow you to eat before fighting (thematically, you ate the food before the fight started).	
https://boardgamegeek.com/thread/3022338/when-monsters-atack	When in a combat you have done your 4 attacks and then is the monsters' turn to attack, who do they attack? Who gets the damage?	The active player decides which crew members are attacked by each enemy card.	
https://boardgamegeek.com/thread/3019810/doubt-event-card	When a card asks you for a challenge and for it you do an action, does that mean it has to be one of the two ship actions? Or can you do that challenge at any time?	Yes it’s an action. I don’t have the card in front of me, but some events make you do it right away, others apply a negative effect until you remove it with an action at your choice of time.	
https://boardgamegeek.com/thread/3018777/items-that-give-block	"For items that give block (such as the serpent scale vest in the rulebook), does the item give that block bonus for one hit?  Or for the entire combat?  I realize it's ""temporary,"" but I'm not sure how temporary."	It only applies to a single attack.	
https://boardgamegeek.com/thread/3018065/when-using-the-stone-of-blood-does-the-bonus-damag	When using the Stone of Blood, does the bonus damage have to be placed continuously with other damage or can it go anywhere on a monster card?	The adventure cards can be used 'at any time,' meaning they don't have to be part of a specific attack, or even part of an attack in general - they are a separate instance of damage. This damage can be combined with the total damage of an attack, applied to a different non-contiguous square or on another monster, or even used before an attack to disable a monster ability.	
https://boardgamegeek.com/thread/3018065/when-using-the-stone-of-blood-does-the-bonus-damag	Can Stone of Blood (45) be combined with an attack that does 1 damage to cover a heart worth 2?	Yes. The Stone of Blood is dealing 1 damage, not +1 damage. You can use it to snipe a damage out without suffering counterattack, or combine it with your attack to hit a 2 or 3 heart space.	
  	in comabt - can I use other member abilities?	Generally, the attack based abilities (+1 damage, +1 accuracy, block, etc.) can only be used by the crew member themselves. Some other abilities, like ones that remove status effects or affect fate draws can be used for anyone. https://rulepop.com/sleeping-gods/#crew-board	
https://boardgamegeek.com/thread/3016298/why-do-you-get-less-command-tokens-if-playing-with	Solo Play - Command Tokens - do they accumulate.	You have 5. But be aware they are a limited component, so there is only a certain number available to the players.	
https://boardgamegeek.com/thread/3012264/omg-new-to-the-game-and-can-t-find-the-answer-in-t	What happens when a single crew member has no health left?	 They don't die, they just can't do anything. If a crew member has damage equal to their health (known as having 0 health), they can no longer attack, participate in challenges, or activate any of their crew board abilities or ability cards until they regain at least 1 health. Thematically, at 0 health they are nearly unconscious, able to speak and move, but badly hurt.	
https://boardgamegeek.com/thread/3012264/omg-new-to-the-game-and-can-t-find-the-answer-in-t	Which brings up another question...do we keep the totem cards we found in previous campaigns for the next?	No. Except the specific Quest Card unlocked depending on the number of totems you don't keep anything. So, no totem.	
https://boardgamegeek.com/thread/3008941/can-you-keep-repeating-explore-triggers-to-gain-th	"Can you keep repeating explore triggers to gain the same resource over and over? Also, can there be ""negative"" numbers?"	1) You are not allowed to repeat a specific story choice/decision in the same Exploration action.  This is outlined in the rules. 2) Challenge results never go less than 0.	
https://boardgamegeek.com/thread/3008936/paying-fatigue-when-a-crew-member-is-specifically	Paying fatigue when a crew member is specifically named in a challenge?	"In general, specific crew are just mentioned as flavor text and you don’t have to use them specifically. It may depend on the specific section though. I’ve seen some challenges that specifically *restrict* a character from participating, but I don’t think anyone is ever compelled to. In this case it specifically said that a crew member was attempting to navigate the ship to safety, then in the actual challenge it said that only this crew member was allowed to be used. It didn't state that you had to use him, but as the flavour text had mentioned that the crew member had been attempting to steer the ship already it felt a bit like I had to use him. Not to use him would had felt a bit meta-gaming in my opinion and this is why I wondered if I was also obliged to place a fatigue token on him according to the rules.Anyway, thanks for your replies. Navigation doesn’t require a crew member to participate, so I would say it’s that crew member or no one.  If that crew member was already over fatigued then it would have to be no one. It says you don't have to, so you don't have to. Fatigue and skill checks are about effort. How much effort did he do? More or less? I know the check you're talking about. The point isn't to make you use him, the point is he's the only option if you try to use anyone. I think saying to not use him is metagaming is ignoring unambiguous instructions they gave you  They give a lot for instructions like that so I'd be worried you're unnecessarily tying your hands a lot in the game. If this is a reoccurring thing in the game then on the one hand I would say it's important for me to get the answer to this question, as I will most likely get stuck on it every time it happens in the future otherwise. Secondly I would say that if they are going to keep mentioning specific crew members and in the ""narration"" refer to them performing an action which - according to the rules - I actually don't need to assign them to, then the rules could probably need some rewriting on this point.Again, thanks everyone for answering my question."	
https://boardgamegeek.com/thread/3007243/final-score-and-market-cards	"Final Score:""Gain 2 points per adventure card"" What happenend with the Market Cards? Scoring 2 points or zero points?"	Zero points per market card. Since they're much easier to get than adventure cards, you're not rewarded for having them.	
https://boardgamegeek.com/thread/3006784/do-you-have-to-use-1-command-token-per-low-morale	Do you have to use 1 command token per low morale!	A crew member can have only 1 of each type of status-token. So a crewmember can never have 2 low morale.	
https://boardgamegeek.com/thread/3006772/does-venom-activate-outside-of-combat-as-well	Does venom activate outside of combat as well	Yes. Poison is real bad.	
https://boardgamegeek.com/thread/3005830/command-token-duration	When I place a command token on a character ability to activate it, how long does that stay active?	All abilities, whether they are from character boards, adventure cards or the small cards (can't remember their name) are one time use. So, if you block one damage using an ability, you block a single damage for the cost of 1 command, that's it. No less, no more.	
https://boardgamegeek.com/thread/3005830/command-token-duration	Also, having venom in a solo game kinda sucks right, as every turn its one damage i assume.	With venom, “The crew member takes 1 damage at the start of each player’s turn.” So, the number of players doesn’t change anything.	
https://boardgamegeek.com/thread/3005524/end-of-combat-round-enemy-attack	If I’m playing 2 player.. and i am the active player, can i send this damage over to one of player 2’s characters?	Yes. In combat, all players are considered active and can use the combat tokens in any order as well as spilling excess damage to other crew members (regardless of which player controls them).	
https://boardgamegeek.com/thread/3002094/adding-and-removing-fatigue-tokens-french-translat	what is the correct way to place tokens?	You take the first token blank side up. You take the second token penalty side up to show the character now has -1.	
https://boardgamegeek.com/thread/3002094/adding-and-removing-fatigue-tokens-french-translat	If a crew member has 2 fatigue (in my case only 1 token on it) should I remove the fatigue token, or simply revert it to the blank side?	When to lose a fatigue, remove the one with the penalty side up first if you have one, then the blank one the next time.	
https://boardgamegeek.com/thread/3002094/adding-and-removing-fatigue-tokens-french-translat	Equipment: Armors should be equipped into a crew member or captain, or are available as generic option as cooking recipes?	Armour cards (like weapons) must be equipped (given to a crewmember) to be used by that crewmember. As long as you are not in combat, you can give armour and weapons to a different crewmember at any time.	
https://boardgamegeek.com/thread/3002094/adding-and-removing-fatigue-tokens-french-translat	Equipment: Weapons can be changed before each combat or once they have been attached to a crew member, they should stay there?	As long as you are not in combat, you can give armour and weapons to a different crewmember at any time.	
https://boardgamegeek.com/thread/3002094/adding-and-removing-fatigue-tokens-french-translat	But weapons have to be equipped to a character, haven't they?	They do, yes. And you can give them to other characters any time out of combat.	
https://boardgamegeek.com/thread/3001894/are-permanent-level-cards-removed-after-the-set-of	"After the 18 levels of one of the 3 runs, one needs to discard the pile of level cards and create a new stack of 6 mild/normal/heavy cards. If there are still permanent level cards (like ""gain a ship damage on every Fate 1 unless you solve a Strength 8""), will these be removed as well?"	Ongoing event cards (like the one you describe) remain after each run through of the event deck until you've run through the event deck 3 times and thus completed a campaign. Most of the ongoing event cards have actions on them that you can take either as one of your 2 actions or at the end of your turn to attempt to resolve them. Since they stick around when you make a new event deck, I find it's generally good to get rid of them relatively soon.	
https://boardgamegeek.com/thread/3000221/clarifying-some-rules	When attacking an enemy with wings, with a regular weapon (not ranged); if I decide to apply the damage to the wing first, does the +1 defence for the enemy still apply? E.g. I can do 3 damage to an enemy with a regular (not ranged) weapon. Does the wing still require 2 damage?	Crew members must meet or exceed an enemy's defense in order to hit it with an attack. If you hit, it doesn't have any effect on damage. So, an enemy with fly ability is more difficult to hit if your weapon isn't ranged. Each flying icon in the enemy grid should only take one damage to cover. Once they're all covered, the enemy no longer has the ability.	
https://boardgamegeek.com/thread/3000221/clarifying-some-rules	Do characters die in battle?	The characters don't die but, according to the rules 'Thematically, at 0 health they are nearly unconscious, able to speak and move, but badly hurt'.	
https://boardgamegeek.com/thread/2997393/solo-game	So I play with all the crew members. Why I use fewer ability cards? It’s written on the rules?	Yes: rules say that 1 ability card per player as a starting point (and not crew member). Later on, there is a limit of 3 per player - so in solo that is still 3 max!	
https://boardgamegeek.com/thread/2995206/weapon-says-gain-low-morale-when-used	If my weapon says when used gain low morale, does this apply to the weapon holder and the weapon is unusable if they have low morale, or can the low morale be given to a different crew member when using the weapon?	"If it's just the Low Morale symbol, you can give it to anyone.  If it says ""This Crew Member"" it has to be the one using the weapon.  You can play it either way.  I would justify it as either the weapon makes the user feel like it's stealing their soul so they gain low morale.  OR. if another character gains the Low Morale, that crew member can be terrified of the other crew members power.  Kinda like Sam watching Frodo fall to the power of the ring."	
https://boardgamegeek.com/thread/2992406/what-happens-to-defeated-enemies-when-all-crew-is	What happens to defeated enemies when all crew is down to 0 health	Damage of enemies is only tracked with the fight itself. As soon as the fight is over (including when you are defeated) any subsequent fight is a treated as a completely new fight, so you start with all enemies at full health.	
https://boardgamegeek.com/thread/2991132/ability-and-level-cards-also-skills-on-crew-boards	After going thru the 18 event cards, the story rules say to discard all equipped ability cards. Do you shuffle the ability deck at that point?	They are discarded but you’re not instructed to shuffle. So no, you have to wait till the deck runs out. There are multiple copies of each card though I believe.	
https://boardgamegeek.com/thread/2991132/ability-and-level-cards-also-skills-on-crew-boards	After playing through a campaign (54 event cards), do my crew members get to keep their level cards for the next campaign?	Level cards do not carry over to the next campaign. I agree that some are terrific and some of them are pretty underwhelming. But you’re going to be getting plenty of XP no matter what. So you might as well grab them for the Skill symbol if nothing else and make challenges easier.	
https://boardgamegeek.com/thread/2991132/ability-and-level-cards-also-skills-on-crew-boards	I'm still unclear on when I can use the printed skill symbols to assist in a challenge. If another crew makes a strength challenge, can Rafael add in his strength point after fate has been drawn?	You have to declare who is part of the Challenge and spend Fatigue prior to flipping the card. That’s part of the risk/reward. You can play skill cards from hand AFTER you draw fate to modify though (as well as spend command to action cards or character abilities).	
https://boardgamegeek.com/thread/2971238/what-means-the-plus-before-the-accuracy-number-ob	"Just to understand your comment about ""discarding some ability cards you might have wanted to play"" -- I'm supposed to draw cards from the top of the shuffled ability deck, right? Not play cards from my hand?"	Yes, you discard from the deck. But consider: the higher the fate on the card, the more powerful of an effect it has when you play it to your crew!	
https://boardgamegeek.com/thread/2971238/what-means-the-plus-before-the-accuracy-number-ob	The rules said: Draw 1 ability card and gain the specified number of command tokens. It seemed to me that it was about the specified number on the ability card, but now I understand it isn't..	For clarification on Rulespop: Ship room effects vary depending on the number of players in the game. When a room shows two numbers over the command token symbol, check the player count symbol at the top right corner of the ship board. This tells you what amount of command to take (depending on the number of players).Player Count When playing with 3–4 players, use the side of the ship board that has this symbol.	
https://boardgamegeek.com/thread/2960505/battle	If you use the last cube and fight the last monster in play, but he isn't dead, Did he attack twice? One time for reaction and one time for end round?	Yes, that's correct.	
https://boardgamegeek.com/thread/2960501/travel	If you can move up to 3 spaces with your travel action. Can you move 1 space, do your second action in that space then move after that another 2 spaces?	No. Travel counts as one of your actions. You must complete one action before beginning another. Of course you don’t have to move all 3 spaces in your action as you could just choose to move 1 or 2.	
https://boardgamegeek.com/thread/2960501/travel	Can any player pay the command to activate character board abilities, or only the controlling player?	Only the controlling player	
