url	question	answer	manual quote
https://boardgamegeek.com/thread/3223758/some-questions-about-the-game-rules	Command tokens can be spent to use an equipped ability card. But that only makes sense if the team member has at least one life point left, right?	If a crew member has damage equal to their health (known as having 0 health), they can no longer attack, participate in challenges, or activate any of their crew board abilities or ability cards until they regain at least 1 health.	
 	Combat round end ability on level card: 1 defense. Does this apply to the team or only to this team member? And only if this team member has been damaged?	This card is specifically about the damage that enemies do at the end of a full combat round (so after all 4 combat token have been used, see step #2 in the Combat rulepop). If you assign some (or all) of this damage to the crewmember with that specific ability card, then that crewmember receives 1 less damage.	
	Does each wing symbol on an enemy card prevent a hit if no ranged weapon is used? Or is the number of wings irrelevant?	1. The number is irrelevant 2. Wings do not prevent a hit; it makes enemies more difficult to hit: "Enemies with a wing symbol have the flying ability, which means they have +1 defense against any weapons that do not have the “ranged” attribute:". So an enemy with Defense 5 and one or more Wings would have Defense 6 against weapons without the 'Ranged' keyword.	
https://boardgamegeek.com/thread/3222657/ship-action-can-i-gain-command-points-cp-then-imme	Ship Action: Can I gain command points (CP) then immediately spend them before removing them? i.e. Quarters > Gain 3 CP (solo play) > immediately spend CP on adventure cards > Remove CP from the cards	The rulebook says "Ship action effects can be applied in any order." and "You may spend command at any time, even on other players’ turns (with some exceptions, as explained below).".The exceptions don't mention the ship action; so yes, you can.	"Ship action effects can be applied in any order." and "You may spend command at any time, even on other players’ turns (with some exceptions, as explained below).".The exceptions don't mention the ship action.
https://boardgamegeek.com/thread/3221166/level-cards-artifacts-and-more	Can a crew member equip multiple Level Cards?	Yes, the level cards (brown bottom) can be multiple and stay with the crew member even after the Event Deck reset when you have to discard the equipped Ability Cards (blue bottom) back into the Fate Deck.	
	Can I use Artifacts as coins?	Yes, artefacts can be used as coins.	
	Can I use my crew member abilities during combat turn of another player? Or generally during a turn of another player?	You can use your crew member abilities in another player's turn. Adventure cards can also be used in somebody else’s turn by just paying their cost.	
https://boardgamegeek.com/thread/3210769/adventure-card-command-tokens	  Is the player able to keep activating the same adventure card if there is already command token on it, by placing more command tokens each time?	Once a card has command on it, the command token(s) must be removed before it can be used again.	
https://boardgamegeek.com/thread/3208566/few-more-questions	If an ability card requires an activation token to use (say to give +1 damage), I'm assuming it can be activated as many times as you have command tokens, as each token to activate ability card goes back to supply right?	Yes.	
	Can a person without a ranged weapon that does a damage of 1, still destroy the wings of a flying enemy? Or does it just void the entire attack?	Yes. The “Flying” enemy ability just makes it more difficult to hit if you don’t have a ranged weapon. https://rulepop.com/sleeping-gods/#enemies	
	For the level up cards that trigger when certain things happen (use the bridge, explore, etc), do they trigger when any player does this, or only the player who controls the crewmember? For example if player 1 controls Laurent and Laurent has the level card that grants a command when using the bridge, what if player 2 visits the bridge?	Rules for Ability Cards generally apply to Level Cards also. Essentially a level card is a special type of ability card. So, “Abilities on ability cards generally only apply to the crew member to which they are equipped unless otherwise specified on the card.” https://rulepop.com/sleeping-gods/#ability-cards	
https://boardgamegeek.com/thread/3206341/where-does-the-captain-go	Where does the captain go?	The active player is always the captain.There is a "Captain" marker that the active player can have each turn to help everyone remember who is the actual captain for the turn.	
https://boardgamegeek.com/thread/3205199/are-the-rings-considered-a-line	Are the rings considered a line?	Assuming you mean the ring binder of the map book, then yes that is a border. Quote from the sleeping gods rulepop"Regions are separated by dotted lines, land, the spiral binding of the atlas, and the edge of the page. The ship cannot reside on or move through land, only sea regions."	"Regions are separated by dotted lines, land, the spiral binding of the atlas, and the edge of the page. The ship cannot reside on or move through land, only sea regions."
https://boardgamegeek.com/thread/3201053/losing-during-a-battle	If, during a battle, I manage to slay some of the enemies but then I lose, if I will go back to that battle in the future, does it mean that the enemies I have killed don’t take part in the battle anymore, or are they revived and I have to kill them one more time?	You set up the battle from scratch and fight all enemies again.	
https://boardgamegeek.com/thread/3200835/owning-quest-cards	How One is owning quest cards? If i complete or lose quests do I loose the keyword?	Yes, you would lose the given keyword in those cases. The keyword is active as long as the according quest card is active.	
https://boardgamegeek.com/thread/3198679/some-simple-questions-after-first-session	When we lose a challenge, who gets the damage?	Damage and Status effects are applied to those crew members who took part in the challenge before non-participating members.	
	The manual tells me, that first the participating team members get damage. So, when do non-participants get damage?	If all participating crewmembers are knocked out, then any remaining damage must be allocated to non-participating crew.	
https://boardgamegeek.com/thread/3198603/failure-of-combat	So what happens if we fail combat and everyone dies?	Everything auto-failed. And yes, you can go back and explore again.	
https://boardgamegeek.com/thread/3197600/few-questions	can someone have more than one level card or just one per character (so if already had one they would discard it to replace with new one)	why not ?	
	an ability card can be equipped at any time except middle of combat or challenge. So does that imply that the combat or challenge process has started and then can’t be equipped? Or if we say see that we're fighting a particular monster or challenge, but before we actually begin the process of assigning characters or drawing fate etc, we can still equip ability card.	BEFORE you know what the challenge or the combat will be you can not add a savvy card for this savvy challenge...	
	when using command, if my partner has a character who’s attacking, can I spend command on my characters boards to help benefit him? Like I can spend say two command to give their character +1 accuracy or extra damage? And same thing using adventure cards (if I have more command than them I can say pay a command to do a card that will benefit them)?	you need command to add on or more of your character to a challenge but not for fighting anyone can use adventure card or crew ability AFTER drawing the fate (challenge or combat)	
	when discarding an equipped ability for +1 in combat, there was an ability strength card that had as text when discard for combat add 1 damage. Would this be in addition to the modifier on player board? So Raphael discards strength ability for +1 normally. In this situation would it have given 2 (1 for discard and 1 from card text)?	yes 1+1	
	what if in 5) card was different, giving some passive effect. Would that effect still work for this one attack when discarding this card?	yes 1+1	
	The german rules after finishing the event deck say: "after drawing the last card of the event deck, the active player ends his turn." That would mean he skips the action phase completely. Is this true or is it an errata?	This is correct. The special end-of-act event replaces the Event phase of the next player's turn (so no event card is drawn, you read the indicated passage in the book instead).	
	Did you use defense on the characters that took part in combat?	On 4) --> Exactly your first sentence. If a character is chosen as target for the monster's "end of turn" attack, he can still use its weapon defense value. (according to the rule book it would not be allowed. Weapons defense value should only be used against counterattacks)	
https://boardgamegeek.com/thread/3183513/event-deck-and-discard-pile-reset	What happens to the event discard pile at the end of the first age?	When you create a new event deck, the original discarded one is removed from the game and the cards are not used again.	
	What happens to any 'ongoing' events at the end of the first age?	Ongoing effects remain until the card conditions are met, or the storybook tells you otherwise.	
https://boardgamegeek.com/thread/3180845/event-card-deck	What six cards am I supposed to discard? 	You build the deck according to the instructions and discard the top 6 cards.  Discarding 6 cards is what happens when you DIE.If you didn't die then you don't discard the cards. Or when your ship has FULL Damage.	
https://boardgamegeek.com/thread/3164921/final-scoring-which-cards	Final scoring, which cards?	Seems that Market cards (including starting Gloria etc.) are COUNTED for final scoring. Adventure cards are also gained through scenario book and are worth 2 points. Some of Adventure cards are Totems. Those are worth 4 points	
	If you fail the cunning challenge, what happens?	If you fail the cunning challenge, you can fight or return to the ship (160.12).	
	Can you do the challenge without choosing any crew member to participate in it?	You can do the challenge even without choosing any crew member to participe in it ; so you would have had to try the challenge again and automatically lose it, which would have make you lose more health. When you fail a challenge and lose health but no crew member was participating, you chose how you want to dispatch the damages between your crew members, so the two remaining would have also died at some point	
	What happens if no crew member participates in the challenge?	If no crew member participates in the challenge, you only look at the fate number on the card but don't apply any bonus you would have gained from a crew member	
https://boardgamegeek.com/thread/3160548/challenge-phase-can-a-non-active-player-who-doesn	Challenge phase -  can a non active player (who doesn’t acquire a fatigue token) play use his/her equipped card ability?	No, only active characters. It's not stated directly, but is implied in the challenge example: > Determine the sum of the specified skills on participating crew members (which is usually 1 per crew member plus any relevant equipped ability cards they have) and move to the next step.	
https://boardgamegeek.com/thread/3157128/how-to-deal-with-results-of-a-challenge-if-no-char	How to deal with results of a challenge if no character assigned	If no crew are assigned to a challenge or travel, you can spread any damage and effects among the crew any way you wish.	
	If you're referring to the hearts in the grid with a number in it, what does that mean?	That means that you have to inflict X damage in order to cover it. You just place 1 damage token, not subtract X damage from your total damage value (which means even with Y damage, where Y>X, you're not placing Y damage tokens, for example if you make 3 damage, but use 2 of that to cover up a heart with a 2, you're only placing one more damage token).	
https://boardgamegeek.com/thread/3147190/sleeping-gods-starting-over-second-campaign	should I also put back the completed missions?	The used quests and adventure cards go back in their respective decks.	
https://boardgamegeek.com/thread/3143866/card-stone-of-blood	According to the rules of the game, a command token may be spent at any time. This should also apply to the time of the combat, right?	You are correct. Adventure cards can be triggered outside of a character strike/attack.	
	Would it then be allowed to activate the adventure card "Stone of Blood" immediately before the outbreak of combat in order to cover a field on an opponent card?	You are correct. Adventure cards can be triggered outside of a character strike/attack.	
https://boardgamegeek.com/thread/3135448/when-giving-unused-combat-action-tokens-who-gets-t	When giving unused combat action tokens, who gets the token back at the start of the next round?	Just for the round. Next round, each player gets their combat markers back.	
https://boardgamegeek.com/thread/3129703/exhausted-event-decks-after-era-1-what-happens-aft	Exhausted event decks after “era 1”, what happens after?	You don't re-shuffle events, you take new ones. Events you already saw should be discarded and not come back.	
	Should you write down keywords even if it doesn't make thematic sense?	It depends on the player's preference. Some players choose not to write down keywords if it doesn't make thematic sense to them, preferring to keep the gameplay more in line with the story's logic. Others write them down regardless, focusing on the gameplay mechanic rather than the thematic aspect. It's a matter of personal choice and how it affects your enjoyment of the game.	
	Is it normal in video games to find something that needs a specific item or keyword to progress?	Yes, it is a normal part of the design in many video games. Players often need to find a specific item or keyword to progress, which is a common gameplay mechanic.	
	For the IRON example, is the door made of iron or is it the key?	In the IRON example, the door is made of iron, not the key. It is thematically sensible to remember an iron door in the back of a cave, as it is unusual and memorable.	
https://boardgamegeek.com/thread/3108633/does-synergy-carry-over-between-combat	Does synergy carry over between combat?	No it is specific to that combat.  "At the start of each battle, make sure that each crew member’s synergy token is on the matching crew board."https://sleeping-gods.rulepop.com/#synergy	
https://boardgamegeek.com/thread/3101836/both-crew-members-dead	What happens when it comes to your turn but all the crew members you are controlling are defeated?  Do you take your turn like normal and then just have no crew members available to handle anything that comes up?	Yeah, you still take your turn. Other players can still contribute to challenges by paying command.	
https://boardgamegeek.com/thread/3098780/frightened-to-0-health-character	Frightened to 0-health character?	Yes you can. Only restriction for applying statuses is they can't go on someone with that state already. Or if it is a story effect that specifies a named character...then it must be applied to that character. But even then, if that named character already has that effect, then nothing happens (no one else takes the effect). There is nothing against this in the rules, so it should be fine.	
	Characters with 0 health & synergy?	From the rulepop FAQ:https://rulepop.com/sleeping-gods/#faq  > Let’s say for example Rafael has a synergy token on Sofi’s board. If Rafael is then reduced to 0 health, does his synergy token remain available to use on Sofi’s board?Even if Rafael is reduced to 0 health, you can still use his synergy token on Sofi’s board. Thematically, when a character reaches 0 health, it means that they’re just really hurt (instead of knocked out or dead).	
https://boardgamegeek.com/thread/3088398/when-you-go-through-the-event-deck-the-firstsecond	When you go through the event deck the first/second time...?	You complete your turn after drawing the last event and before reading entry 1/1.2:"After you have drawn all cards from the event deck, finish the current player’s turn. On the next turn, read paragraph 1 in the storybook instead of drawing an event card."	
	Is this how you play it out? My scenario: Player A starts their turn. They take a ship action, they draw the last event card and resolve it, they take their two actions (Travel, Explore, Port, Market). Player B starts their turn. They take a ship action, they read/resolve story 1 (since there are no event cards here), they take their two actions	Yes, that's correct.	
https://boardgamegeek.com/thread/3085762/any-crew-member-clarification	For the Galley Ship action, it states :"you may discard exactly 1 ability card from your hand to remove 1 fatigue from any crew member".Does "any crew member" includes crew members controlled by other players ?	Yes it does.Your crew members are referred to as "your" crew members.And "you" refers to yourself as a player.https://sleeping-gods.rulepop.com/#what-players-share	
	Which crew board abilities can help in challenges?	Only +1 to Fate (Mac) and redraw Fate if 1 (Kasumi).	
https://boardgamegeek.com/thread/3083930/equipped-ability-cards-using-matching-symbols-to-a	After the ability card is drawn to determine fate for a CHALLENGE can any crew member, including those that have not participated in the challenge originally, spend a command token on an equipped ability card to boost the fate number by 1 if the symbol matches the challenge type?	Treat the symbols on any cards equipped to characters as if they were printed on the character board... they increase that characters stats. There is no need to spend command to activate those symbols.	
	Do symbols on equipped ability cards automatically get added to the fate count or must they spend a command token on the equipped ability card/discarded to the supply to add them?	Symbols on equipped ability cards automatically get added to the fate count. There is no need to spend command tokens.	
	If no participating crew have an ability card with cunning can a non participating crew member spend 1 command on an equipped ability card to boost the fate draw by 1?	Any card symbols on crew NOT participating will have no effect.	
https://boardgamegeek.com/thread/3081668/can-i-still-use-a-weapon-if-it-makes-me-gain-a-sta	Can I still use a weapon if it makes me gain a status effect I already have?	I think you should be able to continue to use it. In challenges and combat monster attacks, status effects must be distributed to another character that doesn't have that status effect yet, but the rules are different when an effect names a specific character.  In those cases, if the specified character already has the status to be applied, the effect to apply the status is simply ignored, with the rest of the result taking effect normally.  This is the one scenario where you would not instead choose a different character to receive that effect.  In this case, I see the weapon's effect to be the same thing. While it isn't identifying a specific character by name, it is stating "this crew member", meaning the character that used the weapon to attack.  So I would say that the crew member must take the low morale if they don't already have it, but if they do, you simply ignore the application of that effect and may use the rest of the card normally. It would not prevent you from using the weapon. You just are always sad while using it :-).	
https://boardgamegeek.com/thread/3080154/questions-about-ship-action-order-and-other-player	Ship Actions - can ship actions be activated in any order (e.g. draw card, retrieve tokens, get tokens).	Yes Ship Actions can be applied in any order (Rulepop).	
	Travel - can you travel using a crew member of another player?	Since travel is a CRAFT Challenge (but with a maximum of one crew member committed), I assume another player can pay a Command to use one of their crew members.	
	Can another player discard Craft Ability Cards from their hand to boost the total?	Since travel is a CRAFT Challenge I assume another player can discard Abilities cards to boost the total.	
	Can you activate abilities on other player's Crew or Crew Ability Cards?	Check out the clarification for usage of the word "You" on Ability Cards. I think this would apply to Crew Abilities also. So, No — you can only activate abilities for crew members you control.	
	So during combat, when I use a Combat Token, it's effectively my turn, and we can't use any abilities on another player's Crew? And other players couldn't spend a Command to do so (like they can with Challenges)?	Command can be spent at any time, even on another player's turn. So, to help each other during combat you could: * Activate a crew ability or ability card ability that can affect another crew member, like Mac's +1 to a Fate Draw (though there aren't a lot of these) * Equip an ability card from your hand to any crew member. * Activate an Adventure Card * Give or receive a combat action token (so that a crew member could attack twice) I hope that's helpful.	
https://boardgamegeek.com/thread/3079310/combat-question-dmg-token-placement	In general, do I have to place tokens adjacent to the last one placed (1-2, 2-3 etc.) OR can I place tokens as long as they are adjacent to ANY one token placed this attack (first, second, third, fourth etc.)?	You must place them one after another, in a row. So 3 adjacent to 2, 4 adjacent to 3 and so on so forth if you have more.	
	Can the non-active player use abilities (both on crew board and equipped ability cards) when it's not their turn (separate from using crew skill icons for a challenge by spending a command point). If so, is there any restrictions on this? During combat? During a challenge?	Yes, they can. The only exceptions are that recipes can't be used while in combat, and adventure cards that move the ship can't be used while in combat nor while exploring. Otherwise, all players can activate adventure cards, crew board abilities, and ability card abilities during any player's turn.	
https://boardgamegeek.com/thread/3070941/did-we-win-or-lose-this-combat	Did we win or lose this combat?	Page 22 (upper left) of the rule book: "Enemy Health: Each heart must be covered to defeat the enemy." Since your crew did that, I'd say the battle was won.	"Enemy Health: Each heart must be covered to defeat the enemy."
https://boardgamegeek.com/thread/3067118/are-you-forced-to-spend-artifacts-as-coins	Are you forced to spend artifacts as coins?	I would play it that If you only have artifacts, then you have no coins to lose. This. Artifacts are worth coins, they are not coins.	
	To confirm, the number of achievements is cumulative over sequential campaigns, right?  That is, if I'm correct, one doesn't need to have acquired/completed 22 totems in one game to unlock 173.	Correct. Every time you finish a game you check boxes corresponding to totems you found and the ending you got on the achievement sheet, and once you have 22 of those (accumulated over several campaigns for sure) you unlock card 173.	
https://boardgamegeek.com/thread/3059554/what-to-do-when-placing-tokens-already-covered	What to do when placing tokens already covered?	No, you cannot place damage on a square that already has damage. Step 4 explains the rule here: https://rulepop.com/sleeping-gods/#attack-counterattack	
https://boardgamegeek.com/thread/3058777/can-i-equip-an-ability-to-another-crew-member-once	Can I equip an ability to another crew member once equipped?	You can change the owner of a weapon anytime outside of combat. Ability cards, however, cannot be changed. The Rulepop Command reference mentions you can discard equipped ability cards at any time. You can get rid of them, but you'd have to wait until they cycle through the deck in order to reacquire and equip them to someone else. Nope. You cannot swap ability cards once equipped.	
https://boardgamegeek.com/thread/3057695/artifacts-what-for	Artifacts - what for.	They are another type of resource (like meat, grain, material etc.)  you can find in the game. These tokens can be spent as 2 coins at any time. There are also some special locations that allow you to spend artifacts to gain rare treasures or effects.	
https://boardgamegeek.com/thread/3051350/search-tokens-resetting-each-time-no-saving	How do you handle the search tokens pile please ?	Just apply rules as written and make a new search pile.	
https://boardgamegeek.com/thread/3047439/who-can-be-targeted-by-some-ability-card-abilities	Who can be targeted by some Ability Card abilities?	Abilities on ability cards generally only apply to the crew member to which they are equipped unless otherwise specified on the card.	
https://boardgamegeek.com/thread/3045240/careful-aim-ability-card	Anyone with an English copy who can check what the text on the ability card "Careful Aim" says?	That card simply gives you +1 Precision but in return that character will receive 1 additional damage every time it's hit by counterattacks.	
https://boardgamegeek.com/thread/3043563/strange-illness-event-does-it-apply-if-the-1-is-re	Strange Illness event - Does it apply if the 1 is rerolled?	For things like this, I take that to mean when you draw/get affected by a fate of "1" you get the event. Re-rolling/re-drawing from the use of powers - you are literally "changing your fate." Whether it applies to a challenge, a combat roll, or something else your new result replaces the original draw like it never happened - so Strange Illness wouldn't activate. If you run out of re-draws and end on another 1, then you'd get the Strange Illness effect once (you wouldn't get it multiple times for all the 1's you rolled as part of the check).	
https://boardgamegeek.com/thread/3041159/for-gain-quest-155-is-the-quest-completed	For "Gain quest 155", is the quest completed?	If I remember correctly, that card has a keyword on it. You keep that card as a token, as a reminder of what results you achieved. The keyword will be referenced by other stories and thereby influence them. Quests only go into the box when you're instructed to discard them. Some quest cards represent the start of a quest and the keyword opens up new story options. Other quest cards represent the end of the quest and they stay in your hand to block alternate story options.	
https://boardgamegeek.com/thread/3040505/discard-this-equipped-card-to-skip-an-event-card-s	Discard this equipped card to skip an event card - Skip the effects of the card, or do not draw an event card?	The card isn't skipped - you just don't do the event on the card. This prevents a time-skipping exploit loop. Adventure cards and the like can be used at any time, so it's assumed this one could be too since it's not challenge-based. The answer is to look at the event, and decide if you want to change your fate.	
https://boardgamegeek.com/thread/3038373/when-to-apply-fatigue	On what occasions does a character get a fatigue token?	It's pretty much just participating in a Challenge that causes fatigue. If you want a character to help, and apply their traits to the Challenge they get 1 fatigue (max 2). Everything else, like participating in combat, using a character's skills on their board, resolving events, explore actions... None of these cause fatigue unless the game specifically tells you it's a consequence of the action you just took. And when that's the case it will be very clear about it.	
https://boardgamegeek.com/thread/3038359/clarification-of-action-travel	Have I read this incorrectly? It appears to be a clear contradiction. Are you able to have more than one crew member participate in Action: Travel or not? It states in bold you can only choose one then on the next page gives an example of participating 2. Apologies if I have misinterpreted or misread this. Thanks a lot!	I believe the rule on Page 13 is referring to the travel action itself, which you may only choose one additional crewmember to participate (if they have a craft skill). This is to determine how many spaces the Manticore ship may move. However, the example on Page 14, Travel Example 2 is referring to a challenge that was encountered as a result of travelling, and any number of crew members may participate in a challenge (or none at all).	
https://boardgamegeek.com/thread/3037556/traveling-to-a-new-map	The rule book says "traveling to the page as indicated by the blue arrow "But how about the arrows where there isn't a number ?	Those are the edge of the map.  If you look at your campaign sheet, you’ll see there’s nothing in those directions.	
https://boardgamegeek.com/thread/3037407/some-questions-before-i-start	Ability cards: I can only hold 3 in my hand but only 2 equipped? does it mean I can have the maximum number of 5 ability cards in my possession? (2 equipped, 3 unequipped) or just 3? (2 equipped, only 1 unequipped)	3 in your hand. 2 equipped to each character.	
	Can I swap an equipped Ability card with one that is unequipped in my hand?	No.	
	Can I sell unused Ability cards or just discard them? either way, do I shuffle them back in the Ability card deck?	They have no monetary value. You only discard them into the discard pile.	
	Are Ability/Adventure cards a 1 time use? or are they reusable?	Depends on the card and how you use it.	
	Is there a limit to how many Level cards I can equip with the same character?	No. But they may only use their own Level cards.	
	If I can't swap equipped Abilities, can I at least discard them? (let's say I would like another Ability from my hand instead)	Yes.	
	When I discard an Ability card from my hand to get +1 for a challenge, does it matter if I use a different challenge icon on the Ability card then the challenge I'm currently doing? (like discarding a Strength Ability card in a Cunning challenge)	It needs to match the challenge.	
	Can I discard more than 1 Ability card for the same challenge?	Pretty sure you can discard more than one but I can't check the rules at the moment.	
	Where do I put the Event card after I'm done with it? is there a discard pile?	Discard it. It won't be used again this campaign.	
	Are recipes reusable? or are only a 1 time use?	They're reusable.	
https://boardgamegeek.com/thread/3035945/can-damage-from-an-adventure-card-be-distributed-i	Can damage from an adventure card be distributed in a non-adjacent manner, or does it follow the rules for damage done by players?	All damage from the same attack must be placed adjacently (Rulepop Attack Reference), so it will have to follow the placement rules.However, adventure cards can be used 'anytime,' so it is a separate attack and doesn't have to be adjacent to other damage a character does, and can even be used before a character attacks (e.g. it can be used to disable an enemy's First Strike before anyone even attacks).	
https://boardgamegeek.com/thread/3035910/setup-question-give-each-player-1-command-and-one	What is a "command card"? Or does it mean "command token"? In regards to the ability cards, do we just get dealt one randomly... or???????	It means to give one command token and one ability card. When the rules refer to gaining or spending those tokens, they are simply referred to as a "command" rather than a "command token". For the ability cards, one is dealt to each player off the top of the deck.	
	Where do they go? Back to the adventure deck? What stops you from going back and getting that again?	The one we encountered I think we put it back in the deck. And if my memory is correct it did not have a keyword that would prevent you from going back and getting it again but this would be a little costly in terms of time to do that over and over again.	
	When can I cook a recipe?	Any time, except during combat (rulebook page 18). “During combat” means any time after you’ve looked at the enemy cards and before they are defeated. If you see there is combat about to happen, the game rules allow you to eat before fighting (thematically, you ate the food before the fight started).	
https://boardgamegeek.com/thread/3024266/what-to-keep-for-next-campaign-minor-spoilers	What to keep for next campaign? [Minor SPOILERS]	New campaign is starting over in an alternate timeline. You don’t keep totems or experience and everyone starts out again. You do unlock some bonus options depending on how many totems you found though.	
https://boardgamegeek.com/thread/3022849/stamina-level-card-of-odessa-what-does-it-mean	Stamina Level Card of Odessa. What does it mean?	It means the character suffers the same affects as having two fatigue tokens, but they can also have a third token. You would need to lose 2 tokens (i.e. have only one token left) to negate the negative effects of having fatigue tokens.(I.e. three tokens is just as bad as two tokens, but usually you can’t have more than two tokens, except with this ability).	
	There is a level card (I believe for Marco) that allows you to substitute one ingredient when cooking a recipe. So once you have that, you can use a meat in a non-meat recipe.	True. We are on a ship though, travelling through an archipelago. So veggies/grain being more rare than fish might be kinda sequitur (TBone pic and all.	
https://boardgamegeek.com/thread/3022338/when-monsters-atack	When in a combat you have done your 4 attacks and then is the monsters' turn to attack, who do they attack? Who gets the damage?	The active player decides which crew members are attacked by each enemy card.	
	If the event deck runs out while discarding, what should be done?	Count the remaining event cards you need to discard and place an equal number of damage on the event deck slot. The damage is placed here to remind you how many cards you must discard the next time the storybook instructs you to make a new event deck. However, if this is your third time through the event deck, you don’t need to keep track because you won’t be making a new event deck.	
https://boardgamegeek.com/thread/3021808/can-a-crew-member-have-the-same-ability-card-equip	Can a crew member have the same ability card equipped twice?	you can have the same card equipped if you paid for it. nothing in the rules states otherwise or impose any kind of limits.	
https://boardgamegeek.com/thread/3019810/doubt-event-card	When a card asks you for a challenge and for it you do an action, does that mean it has to be one of the two ship actions? Or can you do that challenge at any time?	Yes it’s an action. I don’t have the card in front of me, but some events make you do it right away, others apply a negative effect until you remove it with an action at your choice of time.	
