url,question,answer,manual quote
https://boardgamegeek.com/thread/3248418/if-i-equip-a-weapon-to-my-crew-can-i-equip-other-c,"If I equip a weapon to my crew, can I equip other crew members with that weapon whenever I want?","according to rulebook p.29 - not in combat""You can equip this to a crew member (or give it to a different crew member) at any time outside of combat. Slide it underneath their crew board so that only the weapon info is showing""I think that same rule also apply to totem weapons, at least I have used it like that.","""You can equip this to a crew member (or give it to a different crew member) at any time outside of combat. Slide it underneath their crew board so that only the weapon info is showing"""
https://boardgamegeek.com/thread/2804324/damage-to-non-participating-crew-members,"Do you take under consideration the shields a character may have? For example, if 3 damage is to be applied, can I apply it to a character with 3 shield, so they actually get none?","Assuming you mean 'block', the answer is 'it depends'.You can't use block from weapons, but you can use block from abilities, cards and if it says ""end of round enemy attack"".See End of roundIf it isn't combat damage, I don't think you can use block at all.Block",
https://boardgamegeek.com/thread/2647568/crew-abilities-when-frightened-discarding-ability,Crew abilities when frightened? Discarding ability cards when fatigued?,"1. Combat abilities (+accuracy, +damage, +shield) cannot be used on another crew member. Kasumi's redraw fate if 1 is only usable if she is directly involved. Mac's +1 fate ability is not restricted. Remove status abilities can always be used regardless of statuses or fatigue markers. Just remember that a crew member can only use one of the abilities on their card until command tokens are removed. 2. Short answer is yes. The fatigue status does not affect the ability to use equipped cards. Just be careful of the phrasing on the card. The above example has zero restrictions. Other cards only affect that crew member, that player, or only others depending on the card text.",
https://boardgamegeek.com/thread/3009704/brutal-mode,But when I just die somewhere on Island in battle I don't understand what is the end now?  What I need to read for conclusion?,"When you ""die"" due to all crew members reduced to 0hp, or 11 damage to the ship, the rulebook states your game is over if you are in brutal mode. There is no specific part to read, I guess that is what losing means.Also, if you manage to unlock 4 different totems/endings in your previous campaigns (even if you lost your campaign after finding a totem), you will unlock new initial quests, which will probably guide you to new beginnings.",
https://boardgamegeek.com/thread/3035728/completed-campaign-and-totems,"Regarding the totems, are you supposed to get the ones you already took in previous campaigns?","I'd expect most people would get at least some of the same totems on subsequent plays - they're just too useful to pass up sometimes, especially if they are close or on the way to somewhere else. Your progress resets for a new campaign, but the 'achievement' unlocks you get are continually tracked, and based on the total number of unique totems found. You can get all the same totems each time, but only 'new to you' ones count towards getting more progress on the tracker sheet.",
https://boardgamegeek.com/thread/2855502/cooking-flapjacks-clarification-needed,"I see that the ""Flapjacks"" card has an ability to remove 3 x health tokens and 3 x fatigue tokens from a crew member. My question is, can I split that to heal one character while removing fatigue from another? Or does the card collectively apply to only one crew member?","Fortunately for you, it's neither of those!  You can remove any 3 fatigue and damage tokens you'd like, from any characters and in any combination.",
https://boardgamegeek.com/thread/2921359/question-regarding-story-book-11the-first-time-the,So do I have this correct that after defeating the Hectakron you do not gain anything at all? Not even exp?,Correct.,
https://boardgamegeek.com/thread/2798551/using-the-galley,"If you select the galley and have multiple cards in your hand, can you discard more that one card to remove fatigue from more than one crew member?","No, it needs to be exactly 1 ability card.",
https://boardgamegeek.com/thread/2605333/enemy-end-of-round-damage,"Which of these statements is correct:A) Since all the damage must go to one crew member, I could choose Audrie, apply 1 damage token and ignore the rest. (I know this isn't correct but it is a logical possibility from the wording above).B) I assign one damage to Audrie and give 6 damage to Rafael.C) I am forced to choose Rafael because only he has the capacity to absorb 7 damage tokens (since all damage must be assigned to a single crew member).","B) is correctThis is stated clearly on page 24 of the most recent rules, found on RRG website.  It’s the last bullet in the same section of that same page.“If a crew member runs out of health while taking damage, any remaining damage must be dealt to another crew member, and so on.”(...it chains if a lot of damage is dealt).",
https://boardgamegeek.com/thread/2607393/rafael-synergy-and-end-of-round-combat,"Can Rafael's synergy token benefit (""When activated, gain 2 block"", per the rulebook p.25) be used to counter end of round combat?","We are playing that both Rafael and Gregory tokens can be used after the enemy attack. All 7 other crew tokens say “during attack” or “when placing damage”. Rafael and Gregory are the only two that do not specify when, so we discussed and concluded these two tokens—simply because they do not say otherwise—determined they work during a counter attack or during an enemy attack. Pretty restrictive, otherwise.",
https://boardgamegeek.com/thread/2782625/sea-monster,If the Sea Monster token is put into play by an event card what happens to the token when the ship leaves the map causing a page turn?,"As per rulebook Page 12: ""Hunting Serpent Special Rule: For this event, if you turn to a new page of the atlas, place the serpent on the region your ship starts in."" In other words, no matter how far away you get on one map, if you flip a page then the creature teleports to keep up with you. IMHO, taking an action with a STR 7 challenge isn't too high a bar to get rid of the thing.","""Hunting Serpent Special Rule: For this event, if you turn to a new page of the atlas, place the serpent on the region your ship starts in."""
https://boardgamegeek.com/thread/3008941/can-you-keep-repeating-explore-triggers-to-gain-th,"Can you keep repeating explore triggers to gain the same resource over and over? Also, can there be ""negative"" numbers?",1) You are not allowed to repeat a specific story choice/decision in the same Exploration action.  This is outlined in the rules. 2) Challenge results never go less than 0.,
https://boardgamegeek.com/thread/2618238/how-exactly-does-the-enemy-resist-ability-work,"And how does this all work with ""at least half on the main target""?","Say you do 5 damage. Can you score 2 on the main target, then the last 3 (as 2 with 1 resist) as splash? The end result is 2 damage + 2 damage. I don't believe that's right, as my previous post would suggest. In your example, 2 would be dealt to the main target and 3 would be dealt to the splash target (despite how 2 damage tokens would be placed on each enemy), thus making it an invalid distribution of damage. Granted, this falls apart if the rules don't mean to insinuate that.",
https://boardgamegeek.com/thread/2873881/i-have-some-questions-after-first-session,Is there trading in this game?,Trading with other players? Not necessary: most things are shared between players.,
https://boardgamegeek.com/thread/2616331/gregory-s-synergy-ability,"Given the numerous inconsistencies with phrasing in the published rule book, how much stock should we put in the specific wording?","Given the numerous inconsistencies with phrasing in the published rule book (ex. 'your crew' when it means 'all crew' or ambiguous 'the crew') and even lines that contradict each other directly in other places, I'm not putting a huge amount of stock in it.",
https://boardgamegeek.com/thread/2992406/what-happens-to-defeated-enemies-when-all-crew-is,What happens to defeated enemies when all crew is down to 0 health?,"Damage of enemies is only tracked with the fight itself. As soon as the fight is over (including when you are defeated) any subsequent fight is a treated as a completely new fight, so you start with all enemies at full health.",
https://boardgamegeek.com/thread/2602711/hunting-serpent,Does the hunting serpent go away when the event deck is reshuffled? Even if you haven’t passed the challenge?,,
https://boardgamegeek.com/thread/2620945/question-about-an-unlockable,"Particularly about the 4th reward, it is an additional combat action but then there is also an icon that is very similar to a defense 2. Does it mean that you can either choose between a combat action or a defense 2? Does it mean that you get a combat action WITH and extra defense 2?(which would be OP) Or does that symbol stand for something else entirely?","I assumed one or the other. Though that does seem a bit odd as the extra combat action is so much more powerful! Seems like under almost any circumstance, that would be the better choice to take over a block of two...",
https://boardgamegeek.com/thread/2599233/lots-of-minor-nit-picky-rules-questions,"The Refine ability lets me spend 1 command to repair the ship. Since I don’t put spent command on ability cards, I can always repair the ship as much as I want, at any time, as long as I have 1 command to spend. Is that right?",Right. There are intentionally several ways for players to repair ship damage. Remember you must discard all your played ability cards each time through the event deck.,
https://boardgamegeek.com/thread/2258440/can-the-path-of-damage-fold-back-on-itself,Can the path of damage fold back on itself?,"The rules as currently written (KS v 1.0) only say you ""must place all of the damage from [an] attack on adjacent squares."" In that light, I'd say the intent is that you you could ""place"" two damage on the same square if you wanted to knock off an armor token and cover up what was underneath it (or place any number of damage to knock off two or more armor if such a square exists on an enemy)."," ""you must place all of the damage from [an] attack on adjacent squares."" "
https://boardgamegeek.com/thread/2796381/do-ongoing-cards-leave-the-play-area-when-the-even,Do ongoing cards leave the play area when the event card deck runs out?,It depends on the card. Some of them will direct you to remove it when the deck runs out. Some won't. The cards will indicate when. So.. sorta yes.,
https://boardgamegeek.com/thread/2601599/losing-resources-that-you-dont-have,"In the case of needing coins for a trade, how many coins do you need to choose the option?","You only need 1 coin to use that option, you don't need extra to cover possible failure consequences.",
https://boardgamegeek.com/thread/2611195/end-of-round-can-all-monsters-attack-the-same-char,What about the armour with block that you can buy - does that affect all attacks?,"Yes, but I believe each Block only helps against one attack? So unless you have other cards / abilities that let you clear off the Block card (or multiple Block cards) and the Command to use them, it isn't going to be a great idea to have all the monsters pile onto one character. Another reason to split up attacks is that a Port's Inn heals 2HP per character for one flat cost.",
https://boardgamegeek.com/thread/2616331/gregory-s-synergy-ability,Does Gregory's synergy token need to be placed on another character in combat prior to that character being reduced to 0 for it to work? Or can you give the synergy token to somebody who is already on 0 health to heal for 2?,"The key word here is 'activate'. A Synergy token can sit on a crew member's board and has no function until it is activated. So you can give to token to a crew member who has full health. If that health ever drops to zero, then you remove the token from that crew member (you activate it) and perform the function.",
https://boardgamegeek.com/thread/2615417/does-an-attack-by-a-crew-member-with-one-fatigue-r,"If that is the character's second fatigue, do they do 1 less damage during that attack?",You cannot use this weapon if you cannot gain a fatigue. The text should include: Gain the fatigue AFTER dealing damage.,
https://boardgamegeek.com/thread/2565907/primeval-perilsleeping-gods-rules-clarifications,Do credits from previous achievements carry over in subsequent campaigns?,Credits from previous achievements do not carry over but functionally are locked out: you are expected to avoid previously obtained totems.,
https://boardgamegeek.com/thread/2610711/adrenaline-card-clarification,Does it mean that the base damage of the crew member equipped with 'Adrenaline' should be at least 3 in order to trigger the effect (+1 damage)?,"I think it means your crew member has 3 damage tokens on him/her.  So, you are wounded and you get an adrenaline burst.",
https://boardgamegeek.com/thread/2615417/does-an-attack-by-a-crew-member-with-one-fatigue-r,"Simply when does that second fatigue token take effect, on the second attack or after the second attack? IOW does the second attack result in a -1 damage or every attack after that second attack?","Fatigue occurs after the attack is resolved, so unless you have an item/adventure card that removes fatigue, you can get a maximum of 2 attacks with ""fatigue"" weapons...after which, any normal weapon attacks will be at -1 damage because of exhaustion.",
https://boardgamegeek.com/thread/2701846/adventuremarket-armorshield-card-based-block-durat,Adventure/Market (Armor/Shield) card based Block duration?,Every block is one time only. On adventure cards you pay the command to apply the block (for any 1 counter-attack or 1 end of round monster attack). On weapons the block is free (for counter-attack only).,
https://boardgamegeek.com/thread/2774095/status-token,Can you put a status token on a crew member that’s dead? Or exhausted already?,"As far as I know yes, but remember that status tokens usually end up on characters who participated in challenges or combat, and if your character is totally exhausted or at zero health then they probably aren’t able to do that stuff in the first place.",
https://boardgamegeek.com/thread/2620559/saving-the-game-crew-fatigue-and-command,"I guess when you play the game and save for the first time, this becomes obvious?","Yes, that must be the reason, this really bugged me. I guess when you play the game and save for the first time, this becomes obvious.",
https://boardgamegeek.com/thread/2596751/dinosaur-egg,"We won’t say where we found it, but the story with the dinosaur egg simply ends with “gain the dinosaur egg token.” But after that, it just stops; there is neither a “return to ship” option nor any  instruction to read a subsection.Do we return to the ship?","Yes, return to the ship. This is a mistake.",
https://boardgamegeek.com/thread/3001911/doubts-after-first-campaign,Explore action: must be assigned to a crew member or is a team action?,"If the card is assigned to a crewmember, it activates each time the player who controls that crewmember does an explore (every time, if you give it to the captain).",
https://boardgamegeek.com/thread/2879839/accuracy-on-an-attack,"Could someone please explain how step 3 of ""attack and counterattack"" works?","""Draw fate and add that number to the weapon’s accuracy number. This total must meet or exceed the targeted enemy defense number in order to hit. Otherwise, you miss. After you draw, you may use adventure card and crew board abilities that add to accuracy.""",
https://boardgamegeek.com/thread/2603672/market-card-alzarrian-cook-book,"Can you use this on a recipe that has already been used and has a command token on it? My boys think yes, since you don't pay the cost. I think not because that recipe was already used.Thoughts?","I would say you can use it. Reasoning - If you used the Alzarrian Cook Book first, you would then still be able to use the recipe. Why shouldn't you be able to use it twice in the other order?",
https://boardgamegeek.com/thread/2608302/drowning-in-statuss,What recipes help with status?,"Don't overlook Crew Abilities for healing statuses, and that you can forgo one or both of your step 3) Explore actions for +1/+2 Command.  Many of the Market deck recipes can deal with statuses.  In tonight's play session we picked up Moonspice Tea that heals Fatigue and any one status for the cost of a Grain and 1 Command. Gregory can deal with both Venom and Weakened.",
https://boardgamegeek.com/thread/2596256/marcos-abilities-and-heartshealing,Is this differing iconography just an oversight?,"Heart icon lets you remove one damage from any character, regardless who controls them. Just like Sick Bay Deck action. Yes you can split the benefits by removing status from one character and healing another. If there is something that has a number inside the heart (recipe?) then you heal that much damage split up however you wish.",
https://boardgamegeek.com/thread/2674688/defeated-with-five-event-cards-remaining-in-draw-d,Do we discard the remaining five cards plus one card from the newly-created 18-card deck and then complete the 1.1 story?,"So discard 5 cards first, complete 1.1, then make new deck an immediately discard 1.",
https://boardgamegeek.com/thread/2571050/achievements-and-unlocked-cards-no-spoiler,"Just wanted to clarify: I add the total number of Totems found and Endings achieved to reach a figure (for example 11). Then do I get all of the unlocked quest cards that correspond to the checked boxes up to and including 11? So if I reached eleven, would I get Quest cards 171-172, 169-170, 168 and 174? Or only 174?","Pretty sure you get all of them. The rules say you can choose to start with fewer Quests if you want to, for whatever reason.",
https://boardgamegeek.com/thread/2601099/trapped-in-combat,Would love to know why the choice was made to not have a retreat option included in the game.,"The game is designed to be replayed and to challenge players with high difficulty levels, including situations where players must face the consequences of their actions, such as engaging in combat they might not be prepared for.",
https://boardgamegeek.com/thread/2683876/challenges-step-3-can-you-use-abilities-on-chars-n,Does the 'Redraw Fate if 1' ability on Kasumi's Crew Board apply only if the active player controls Kasumi?,"No, the 'Redraw Fate if 1' ability does not strictly require the active player to control Kasumi. It is interpreted that the ability can be activated by the active player using command on Kasumi's card, allowing the active player to redraw fate. This interpretation is supported by a discussion in another thread, indicating flexibility in using crew board abilities even if the crew member didn’t participate in the previous step of the challenge.",
https://boardgamegeek.com/thread/2879839/accuracy-on-an-attack,Can you use ANY crew board ability (and not just the crew member attacking) to add to the accuracy?,No - attack and damage bonuses on crew boards are only available when those crew are attacking.,
https://boardgamegeek.com/thread/2601294/questions-combat-and-ship-action,"If I choose to, can I cycle between the same 2 ship locations turn after turn (provided, of course, the locations aren't fully damaged)?",Yes.,
https://boardgamegeek.com/thread/2618958/splash-damage-vs-resist-discard-2-cards-for-extra,Can you discard two matching equipped ability cards for two extra damage?,"No, you can only discard 1 equipped matching-icon ability card for +1 damage each attack. You can't discard 2 cards for +2 damage via weapon ability, but you can discard them sequentially for +1 damage on two separate attacks.",
https://boardgamegeek.com/thread/2625793/exact-timing-of-spending-command,"Are you sure about this? If I draw an event card and start to read it out and it says ""CHALLENGE"" then are you not in the process of performing that challenge? There's nothing in the rules that states specifically when a challenge technically starts but it seems odd to me that it only starts at the point that you select crew members to participate.","Yeah I think once a mandatory challenge is triggered by an event card or anything else, you are in the challenge and thus the restrictions apply. That's how we have played it at least. However, if you have to make a decision before a challenge is triggered, and you haven't yet made the decision, then I believe the challenge is not yet triggered and you can equip event cards, etc. In the case of combat, you can trade weapons, etc until you actually begin the combat.",
https://boardgamegeek.com/thread/2650277/enemy-ability-q-minor-spoiler,What does an enemy’s end of round ‘Regen 3G’ ability mean?,Normally Regen 3 would mean that the enemy removes 3 damage tokens if it survives until end of the round with that ability uncovered. Not sure what 3G means because I do not recall (or simply forgot) encountering that. Can you give the enemy number in spoiler tags?,
https://boardgamegeek.com/thread/2683876/challenges-step-3-can-you-use-abilities-on-chars-n,"Now that we're talking splash damage; do you place the enemy cards from left to right in numeric order at the beginning of combat, or do you get to choose how to place them?","Rulebook Pg.21-Combat Setup: ""Retrieve the listed enemy cards from the enemy deck. The deck should be in order, face down. Look through the cards until you find the listed numbers. (Do not look at the fronts of the other cards in the deck, only the backs.) Shuffle the cards you just retrieved and place them face up in a row in the center of the table, without any space between cards.""","""Retrieve the listed enemy cards from the enemy deck. The deck should be in order, face down."
https://boardgamegeek.com/thread/2605658/multiple-keywords-for-an-explore,"During an explore action, the excerpt said ""if keyword X turn to entry Y"" AND ""if keyword Z turn to entry V""...we have both keywords...do we get to choose which keyword we want to turn to, or is it first keyword listed takes priority?","Since you read from top to bottom, I always thought of it as go to the 1st keyword first. Then if you revisit, go to the 2nd keyword. So you're going in order. It makes sense since if you have no keywords, you follow the rest of the entry.",
https://boardgamegeek.com/thread/2618212/symbol-question,Can anyone tell me what the symbol in the red circle means? The savvy symbol with the arrow on it? I assume it is connected to the weapon but I can't find it mentioned in the rulebook.Thanks,"When attacking with this weapon, you can discard equipped Savvy cards from this crew member for an additional damage when you hit an enemy.",
https://boardgamegeek.com/thread/2606319/code-word-gusto,"We got keyword Gusto, and went through the single direction it gave us, but it did not instruct us to discard the quest. Is that one over by just grabbing that one thing, or did we miss something?","If there is a wave on the left side it means it is an active quest.  If the wave is not there, it is a a way to direct you to a different path if you go back to the same location or it can be used to pick up the story in a different location",
https://boardgamegeek.com/thread/2805304/questions-about-adventure-cards-and-fights,But how long is the Cloak of Ulo active?,"Adventure Cards are not 'active'. They provide no benefit until used. To activate the card, pay its Command cost, then apply the effect. The Cloak can be used to block 3 points of damage once by spending a Command point.",
https://boardgamegeek.com/thread/2620442/net-gun,But... it never runs out.,"Ah. Semantics. “Resource” vs “finite resource”. It is a resource to be managed in the sense that you can improve the quality of it, but not a finite resource that will run out",
https://boardgamegeek.com/thread/2598044/does-venom-damage-redistribute,Does Venom Damage Redistribute?,"No, in this case, if a crew member with venom has 0 health, ignore the effects of the venom token.",
https://boardgamegeek.com/thread/2611709/hours-of-play-in-a-few-questions-remain-mild-spoil,Can artifacts be used as money in the market?,Artifacts can indeed be spent as 2 coins whenever needed.,
https://boardgamegeek.com/thread/2562724/defeat-due-to-all-crew-at-0-health,The rules for defeat only say to remove all crew damage and fatigue. Does this mean in normal mode I am meant to leave status tokens and command tokens in place when I resume?,"Yes, keep fatigue and status tokens when you resume. Edit- Keep status and command on crew members after defeat, not fatigue.",
https://boardgamegeek.com/thread/2831400/location-29-minor-spoiler,"What about Mac, does she exist in the new game if I don't have to go through the tutorial?","You definitely want Mac. So, she exists.",
https://boardgamegeek.com/thread/3197600/few-questions,can someone have more than one level card or just one per character?,Yes,
https://boardgamegeek.com/thread/2619763/special-recipe-ability-card,Can you restore the 1 health to anyone or only to the crew member who has it equipped?,"I would read that as the ability adds the +1 Health effect to the recipe card itself (temporarily), and thus can be distributed to any Crew Member. Abilities that are more restricted usually say so, by using ""this crew"" or ""another crew member"" language on them.",
https://boardgamegeek.com/thread/2542651/adventure-cards-and-combat,"Is Fatigue added to any character that does a challenge, but not combat?","Yes, fatigue is only added for challenges, but if a crew member is tired (2 tokens) they get -1 damage in combat (and cannot take part in challenges).",
https://boardgamegeek.com/thread/2601599/losing-resources-that-you-dont-have,What happens if you can't pay the penalty in an event like losing food when you have none?,"Since there was no mention of paying other penalties if a resource is unavailable, then there would be no other alternate consequence.",
https://boardgamegeek.com/thread/2604019/laurents-watchful-upgrade-card-clarification,"Does Laurent's Watchful card allow you to draw a 4th search token, keeping rewards from one but applying negative effects of only tokens 1-3?","""Extra"" implies that Watchful's pull is in addition to, so you have to draw at least one Search token naturally. Then you can opt to keep going as normal or at any point stop and take your ""extra token"" - which gives you a second choice of rewards with no additional risk.",
https://boardgamegeek.com/thread/2826471/when-do-adventure-cards-become-refreshed,Is the campaign the default game mode?,"Campaign is the only mode. You play until you reach an ending or are defeated. On brutal mode the defeat can come fairly quickly, on normal mode I would estimate it will take 5-10 hours to reach an ending point (based on my 2 campaigns YMMV), so unless you can keep it on the table the log is very useful. Also, don’t discount the value of the map on the back.",
https://boardgamegeek.com/thread/3146138/question-about-port,How do I choose port action?,"Choosing the port action on the ship board allows you to do everything on the port board, in any order, one time.So if you want to visit the inn again you'd have to use another ship board port action.",
https://boardgamegeek.com/thread/2687514/ability-cards-fate-and-abilitys-on-crew-members,"I am wondering if I am missing something. I have collected 12 totems did not come across any endings. maybe overlooked them ?!Since I have the ""no event"" totem the event deck does not advance (op?)","If you are talking about the Stone of Time Totem, there is an errata. The Totem has an error and should say “ignore the event effects” not “skip event”: My guess is you should have ended the game several rounds ago. Instead of “not drawing” an event, you draw it and can skip the outcome.",
https://boardgamegeek.com/thread/3266877/defensive-stance-and-macs-survivor-block-cards,"I'm torn on how to interpret these cards. The text on them, taken in isolation, suggests that the block can only be used at the end of a round (and not during an ordinary counter attack). But the rules say that ""Block from other sources can be used any time during combat"", which could be taken to mean that block from the cards in question can be used block counter attacks. Thoughts? Cheers","These cards can only be used to block end of round attacks, contradicting the usual rule.","""Block from other sources can be used any time during combat"""
https://boardgamegeek.com/thread/2879442/a-bunch-of-questions,Does the captain having low morale make any difference?,"Yes, you must pay command to use her",
https://boardgamegeek.com/thread/2772450/more-than-one-synergy-token,Can a crew member have more than one synergy token on their mat at the same time and/or use more than one token at a time?,"There is no exception stated, so you can stack and/or combine synergy tokens (and ability cards, adventure cards, etc.) all at once if you want.",
https://boardgamegeek.com/thread/2616476/total-party-kill-normal-mode-reset-fatigue-as-well,"Is health AND fatigue reset, or just health?",On page 28 in the rules under defeat it says to move to the nearest port and remove all crew damage and fatigue and discard 6 event cards.,
https://boardgamegeek.com/thread/2595835/start-a-new-campaign-with-quests-1-and-2,Can I start a new campaign with Quests 1 and 2???,"Yes, you should start with them. You are supposed to start with the introduction scenario in the Quick Start Guide. During that scenario you are given quests 1 and 2. That scenario also makes is clear as to why you have those quests. If you forgot to go back to the introduction scenario, you wouldn't be given those quests.",
https://boardgamegeek.com/thread/2601894/non-character-attack-hitting-multiple-synergy-spot,"If you cover a synergy symbol on an adjacent monster with splash damage, do you get the synergy token?",Yes.,
https://boardgamegeek.com/thread/2664052/enemy-types-and-weapon-bonuses,I collected a weapon that gives a bonus against Imps and Demons. Where do I find this classification on the enemy cards?,"I believe it's mostly in the name. However, I fought a few creatures who were not called demons or imps, but felt like they were from their descriptions. So I agree that there is some flexibility in the interpretation.",
https://boardgamegeek.com/thread/2616874/first-unlock-quest-171-and-172-question-spoilers-n,"Just a quickie: We haven't started our second campaign yet, but at a glance it looks like the cards are intended to overlay the existing ship, covering what appears to be the infirmary AND a portion of the deck. The loss of one space made sense, but I'm uncertain if both spaces are intended to be blocked off.. or whether I'm understanding how to apply these in general. Can anybody clarify?",You just place the card off to the side; see older thread here:,
https://boardgamegeek.com/thread/2598795/what-rooms-for-ship-damage,"These fate/ability cards that get drawn, do you put them in a discard pile and just shuffle them back into a deck if you run out?","Yes, anything draw for fate is added to a discard and shuffled later as needed",
https://boardgamegeek.com/thread/2663267/do-you-have-to-redo-hazards-after-reentering-an-ar,Do you have to redo hazards after reentering an area?,The hazard is still there ... so you have to trigger it again.,
https://boardgamegeek.com/thread/2604720/enemy-cards-clarification,Is it okay to put damage on a totally empty spot (without a caption) or is that against the rules?,"It's perfectly ok to put damage on an empty spot. Yes, not just allowed but often necessary.",
https://boardgamegeek.com/thread/2752675/who-can-use-command-to-activate-shared-adventure-c,Who can use command to activate shared adventure cards during battle?,"Rulebook P.29: ""ANY player can use adventure cards you own at any time, even to help another player in a challenge or combat."" For the avoidance of doubt, that's a ""yes"".","""ANY player can use adventure cards you own at any time, even to help another player in a challenge or combat."""
https://boardgamegeek.com/thread/2599233/lots-of-minor-nit-picky-rules-questions,"For the campaign score, are market cards that you buy worth any points?","Yes, they are “adventure cards you can purchase” (rulebook page 15) so they’re worth 2 points each.",
https://boardgamegeek.com/thread/2596627/can-you-flee-combat,Can you give more information for that encounter using spoiler tags?,"When combat is one of the options you can always see what level combat it is. If it is over level 12-13 you should try to avoid it in very early game. I know there is a level 16 land squid very early on, but you have other options besides fighting that you can choose.",
https://boardgamegeek.com/thread/2596941/keyword-question-unavailable-if,"So to clarify, if it says “Unavailable if keyword ABCXYZ” that means if you have the keyword ABCXYZ, you can’t pick this option, but if you do not have keyword ABCXYZ, you can select it. Right?","Yes, that's correct.",
https://boardgamegeek.com/thread/2613716/tides-of-ruin-atlas-pages-30-31,"So in exploring the Tides of Ruin atlas, I see no way to reach pages 30-31! Is there some sort of special requirement to reach these pages or is this an error? Please Help!","That map is reachable as part of an exploration action, and that's all I'll say about that.Ryan Laukat does mention that specific map in this Kickstarter update at 11:24 in the video. So you're in good hands.",
https://boardgamegeek.com/thread/2619076/using-abilities-and-command-tokens,"If your authority for this is only the logic you present, I'm not sold.",The new rules on the RRG website pretty clearly define crew ability vs ability cards in a number of places and note that crew ability places command while ability cards may use command that is in turn discarded.,
https://boardgamegeek.com/thread/2615006/location-13-question-spoilers,My question is should the first combat be this tricky and is it teaching us some rules?,"Don’t forget even when you miss and lose all your health, you still deal one damage and can cover up some of the enemy bonus damage.",
https://boardgamegeek.com/thread/2884404/when-does-combat-or-a-challenge-start,When does Combat or a Challenge start?,It starts when you reveal the cards. You can cook and do other actions even after finding out the level of difficulty of the combat but not after you see the adversaries you’ll be fighting.,
